kind	owner	c_name	raku_name	julia_name	version	identity	c_signature	raku_signature	julia_signature	parameter_contract	threading	capability	notes
operation	VtSemiringVTable	natural_order	abi-cast-semiring-natural-order	abi_call_semiring_natural_order	1	vt.semiring.val1	VtStatus (*natural_order)(void* context, const VtSemiringValue* left, const VtSemiringValue* right, int32_t* out_order)	:(Pointer, SemiringValue, SemiringValue, int32 is rw --> int32)	Cint Tuple{Ptr{Cvoid}, Ref{VtSemiringValue}, Ref{VtSemiringValue}, Ref{Int32}}	context:input:borrowed,left:input:borrowed,right:input:borrowed,out_order:output:borrowed	caller-thread-synchronous	semiring	generated Julia ccall wrapper and typed NativeCall cast
operation	VtSemiringVTable	stable_bytes	abi-cast-semiring-stable-bytes	abi_call_semiring_stable_bytes	1	vt.semiring.val1	VtStatus (*stable_bytes)(void* context, const VtSemiringValue* value, uint8_t* out_bytes, size_t capacity, size_t* out_written, size_t* out_required)	:(Pointer, SemiringValue, Pointer, size_t, size_t is rw, size_t is rw --> int32)	Cint Tuple{Ptr{Cvoid}, Ref{VtSemiringValue}, Ptr{UInt8}, Csize_t, Ref{Csize_t}, Ref{Csize_t}}	context:input:borrowed,value:input:borrowed,out_bytes:output:borrowed,capacity:input:borrowed,out_written:output:borrowed,out_required:output:borrowed	caller-thread-synchronous	semiring	generated Julia ccall wrapper and typed NativeCall cast
operation	VtSemiringVTable	diagnostic	abi-cast-semiring-diagnostic	abi_call_semiring_diagnostic	1	vt.semiring.val1	VtStatus (*diagnostic)(void* context, const VtSemiringValue* value, uint8_t* out_bytes, size_t capacity, size_t* out_written, size_t* out_required)	:(Pointer, SemiringValue, Pointer, size_t, size_t is rw, size_t is rw --> int32)	Cint Tuple{Ptr{Cvoid}, Ref{VtSemiringValue}, Ptr{UInt8}, Csize_t, Ref{Csize_t}, Ref{Csize_t}}	context:input:borrowed,value:input:borrowed,out_bytes:output:borrowed,capacity:input:borrowed,out_written:output:borrowed,out_required:output:borrowed	caller-thread-synchronous	semiring	generated Julia ccall wrapper and typed NativeCall cast
operation	VtSemiringVTable	plus_many	abi-cast-semiring-plus-many	abi_call_semiring_plus_many	1	vt.semiring.val1	VtStatus (*plus_many)(void* context, const VtSemiringValue* values, size_t count, VtSemiringValue* out_value)	:(Pointer, Pointer, size_t, SemiringValue --> int32)	Cint Tuple{Ptr{Cvoid}, Ptr{VtSemiringValue}, Csize_t, Ref{VtSemiringValue}}	context:input:borrowed,values:input:borrowed,count:input:borrowed,out_value:output:owned	caller-thread-synchronous	semiring	generated Julia ccall wrapper and typed NativeCall cast
operation	VtSemiringVTable	times_many	abi-cast-semiring-times-many	abi_call_semiring_times_many	1	vt.semiring.val1	VtStatus (*times_many)(void* context, const VtSemiringValue* values, size_t count, VtSemiringValue* out_value)	:(Pointer, Pointer, size_t, SemiringValue --> int32)	Cint Tuple{Ptr{Cvoid}, Ptr{VtSemiringValue}, Csize_t, Ref{VtSemiringValue}}	context:input:borrowed,values:input:borrowed,count:input:borrowed,out_value:output:owned	caller-thread-synchronous	semiring	generated Julia ccall wrapper and typed NativeCall cast
operation	VtSemiringDivisionVTable	divide	abi-cast-semiring-division-divide	abi_call_semiring_division_divide	1	vt.semiring.div1	VtStatus (*divide)(void* context, const VtSemiringValue* dividend, const VtSemiringValue* divisor, VtSemiringValue* out_value)	:(Pointer, SemiringValue, SemiringValue, SemiringValue --> int32)	Cint Tuple{Ptr{Cvoid}, Ref{VtSemiringValue}, Ref{VtSemiringValue}, Ref{VtSemiringValue}}	context:input:borrowed,dividend:input:borrowed,divisor:input:borrowed,out_value:output:owned	caller-thread-synchronous	semiring-division	generated Julia ccall wrapper and typed NativeCall cast
operation	VtSemiringDivisionVTable	left_divide	abi-cast-semiring-division-left-divide	abi_call_semiring_division_left_divide	1	vt.semiring.div1	VtStatus (*left_divide)(void* context, const VtSemiringValue* value, const VtSemiringValue* divisor, VtSemiringValue* out_value)	:(Pointer, SemiringValue, SemiringValue, SemiringValue --> int32)	Cint Tuple{Ptr{Cvoid}, Ref{VtSemiringValue}, Ref{VtSemiringValue}, Ref{VtSemiringValue}}	context:input:borrowed,value:input:borrowed,divisor:input:borrowed,out_value:output:owned	caller-thread-synchronous	semiring-division	generated Julia ccall wrapper and typed NativeCall cast
operation	VtSemiringStarVTable	star	abi-cast-semiring-star-star	abi_call_semiring_star_star	1	vt.semiring.str1	VtStatus (*star)(void* context, const VtSemiringValue* value, VtSemiringValue* out_value)	:(Pointer, SemiringValue, SemiringValue --> int32)	Cint Tuple{Ptr{Cvoid}, Ref{VtSemiringValue}, Ref{VtSemiringValue}}	context:input:borrowed,value:input:borrowed,out_value:output:owned	caller-thread-synchronous	semiring-star	generated Julia ccall wrapper and typed NativeCall cast
operation	VtSemiringNumericVTable	numerical_value	abi-cast-semiring-numeric-numerical-value	abi_call_semiring_numeric_numerical_value	1	vt.semiring.num1	VtStatus (*numerical_value)(void* context, const VtSemiringValue* value, double* out_value)	:(Pointer, SemiringValue, num64 is rw --> int32)	Cint Tuple{Ptr{Cvoid}, Ref{VtSemiringValue}, Ref{Float64}}	context:input:borrowed,value:input:borrowed,out_value:output:borrowed	caller-thread-synchronous	semiring-numeric	generated Julia ccall wrapper and typed NativeCall cast
operation	VtSemiringNumericVTable	quantize	abi-cast-semiring-numeric-quantize	abi_call_semiring_numeric_quantize	1	vt.semiring.num1	VtStatus (*quantize)(void* context, const VtSemiringValue* value, double epsilon, int64_t* out_value)	:(Pointer, SemiringValue, num64, int64 is rw --> int32)	Cint Tuple{Ptr{Cvoid}, Ref{VtSemiringValue}, Float64, Ref{Int64}}	context:input:borrowed,value:input:borrowed,epsilon:input:borrowed,out_value:output:borrowed	caller-thread-synchronous	semiring-numeric	generated Julia ccall wrapper and typed NativeCall cast
operation	VtSemiringNumericVTable	to_probability	abi-cast-semiring-numeric-to-probability	abi_call_semiring_numeric_to_probability	1	vt.semiring.num1	VtStatus (*to_probability)(void* context, const VtSemiringValue* value, double* out_value)	:(Pointer, SemiringValue, num64 is rw --> int32)	Cint Tuple{Ptr{Cvoid}, Ref{VtSemiringValue}, Ref{Float64}}	context:input:borrowed,value:input:borrowed,out_value:output:borrowed	caller-thread-synchronous	semiring-numeric	generated Julia ccall wrapper and typed NativeCall cast
operation	VtSemiringPropertiesVTable	closure_bound	abi-cast-semiring-properties-closure-bound	abi_call_semiring_properties_closure_bound	1	vt.semiring.prp1	VtStatus (*closure_bound)(void* context, size_t* out_bound, uint8_t* out_known)	:(Pointer, size_t is rw, uint8 is rw --> int32)	Cint Tuple{Ptr{Cvoid}, Ref{Csize_t}, Ref{UInt8}}	context:input:borrowed,out_bound:output:borrowed,out_known:output:borrowed	caller-thread-synchronous	semiring-properties	generated Julia ccall wrapper and typed NativeCall cast
